---,X,Y,Z
8.583891,0.607802,0.050520,0.063442
8.600559,0.591286,0.045851,0.057599
8.617227,0.575047,0.041460,0.052101
8.633894,0.559084,0.037338,0.046938
8.650561,0.543394,0.033478,0.042102
8.667229,0.527975,0.029873,0.037583
8.683897,0.512824,0.026516,0.033372
8.700564,0.497942,0.023398,0.029461
8.717232,0.483324,0.020514,0.025841
8.7339,0.468969,0.017855,0.022502
8.750567,0.454876,0.015415,0.019435
8.767235,0.441043,0.013185,0.016632
8.783902,0.427467,0.011159,0.014083
8.80057,0.414146,0.009329,0.011779
8.817237,0.401079,0.007688,0.009712
8.833905,0.388263,0.006228,0.007872
8.850574,0.375696,0.004942,0.006251
8.867241,0.363378,0.003824,0.004839
8.883908,0.351305,0.002865,0.003627
8.900577,0.339476,0.002057,0.002607
8.917244,0.327889,0.001395,0.001769
8.933912,0.316541,0.000871,0.001105
8.950582,0.305431,0.000476,0.000605
8.96725,0.294557,0.000204,0.000260
8.983917,0.283918,0.000048,0.000061
9.000585,0.273511,0.000000,0.000000
9.017252,0.263334,0.000000,0.000000
9.03392,0.253385,0.000000,0.000000
9.05059,0.243662,0.000000,0.000000
9.067257,0.234163,0.000000,0.000000
9.083924,0.224887,0.000000,0.000000
9.100591,0.215832,0.000000,0.000000
9.117258,0.206995,0.000000,0.000000
9.133925,0.198375,0.000000,0.000000
9.150594,0.189968,0.000000,0.000000
9.167261,0.181774,0.000000,0.000000
9.183929,0.173791,0.000000,0.000000
9.200597,0.166017,0.000000,0.000000
9.217264,0.158449,0.000000,0.000000
9.233948,0.151079,0.000000,0.000000
9.250615,0.143919,0.000000,0.000000
9.267283,0.136960,0.000000,0.000000
9.283951,0.130200,0.000000,0.000000
9.300619,0.123636,0.000000,0.000000
9.317287,0.117268,0.000000,0.000000
9.333955,0.111093,0.000000,0.000000
9.350623,0.105108,0.000000,0.000000
9.36729,0.099314,0.000000,0.000000
9.383957,0.093706,0.000000,0.000000
9.400625,0.088284,0.000000,0.000000
9.417292,0.083045,0.000000,0.000000
9.433959,0.077987,0.000000,0.000000
9.450626,0.073109,0.000000,0.000000
9.467293,0.068408,0.000000,0.000000
9.48396,0.063883,0.000000,0.000000
9.500628,0.059531,0.000000,0.000000
9.517296,0.055351,0.000000,0.000000
9.533964,0.051340,0.000000,0.000000
9.550632,0.047497,0.000000,0.000000
9.567299,0.043820,0.000000,0.000000
9.583967,0.040306,0.000000,0.000000
9.600634,0.036955,0.000000,0.000000
9.617301,0.033763,0.000000,0.000000
9.633969,0.030729,0.000000,0.000000
9.650637,0.027852,0.000000,0.000000
9.667305,0.025128,0.000000,0.000000
9.683971,0.022557,0.000000,0.000000
9.70064,0.020135,0.000000,0.000000
9.717307,0.017862,0.000000,0.000000
9.733975,0.015735,0.000000,0.000000
9.750644,0.013752,0.000000,0.000000
9.767312,0.011912,0.000000,0.000000
9.783978,0.010212,0.000000,0.000000
9.800646,0.008650,0.000000,0.000000
9.817313,0.007225,0.000000,0.000000
9.833981,0.005935,0.000000,0.000000
9.850648,0.004777,0.000000,0.000000
9.867315,0.003749,0.000000,0.000000
9.883982,0.002851,0.000000,0.000000
9.90065,0.002079,0.000000,0.000000
9.917316,0.001432,0.000000,0.000000
9.933984,0.000908,0.000000,0.000000
9.950651,0.000504,0.000000,0.000000
9.967319,0.000220,0.000000,0.000000
9.983987,0.000053,0.000000,0.000000
10.000654,0.000000,0.000000,0.000000
